id,Kichwa,Español
3718,tukyachina,  reventar / estallar / disparar. wankana ñalla mikuwan / illapa mana tukyachikpi. casi me comen los saínos porque la escopeta no quiso estallar.
3719,tukyari,  remolino del río. yaku tukyari kashkarayku kanpak wasillapi puñuchiway kay tutallapash. no puedo cruzar el río con mucho remolino / déjame dormir esta noche en tu casa.
3720,tukyarina,  germinar / reventar. shitashka sara ña tukyarikun.ya está germinando el maíz que sembramos. ñakarishpa awashka allpa manka / kusakpi tukyarin. la olla de cerámica que con sufrimiento se elaboró / al ponerla al fuego reventó.
3721,tulachina,  tumbar / caer. kanchaypak ismu wasi shayakpi / ñukapa yaya tulachirka. porque estaba muy peligrosa la casa vieja / mi papá la tumbó.
3722,tulana,  echar / despedir. ñukanchik llaktamanta mishukunata illakta tularka. despidieron a todos los mestizos de nuestra tierra.
3723,tularina,  caerse / derrumbarse. ismu kaspi shayak / tularirka. el palo podrido se cayó. karuman kallpaychik / wasimi tularikun. ¡corran que la casa se cae!
3724,tullpa,  fogón. tullpamanta ninata wañuchishpa sakinki. dejarás apagando el fuego del fogón.
3725,tulluyana,  enflaquecerse. ñukapa wawa unkuymanta tulluyashka. de tan enfermo mi hijo ha quedado en huesos.
3726,tulu,  saquillo / bolso / bolsa. kanpak sara tuluta katuway. véndeme tu saco de maíz.
3727,tulumpa,  variedad de sapo. ansa kachita tulumpa wiksakarapi churashpa inta pakuyukta pichakpika / jampirinmi. si en la barriga del sapo se pone un poco de sal y se le hace la limpia / el enfermo se cura.
3728,tulun (kulun),  trueno. uyay / tulun sikiman uyarishkata / tamyanakan. oyes / el trueno hacia el oriente / va a llover.
3729,tulupuna,  hacer bulla / ruido / alborotar. wawakuna mana puñuypak tulupun. los niños hacen tanta bulla que es imposible dormir.
3730,tumi,  hacha. tumita japishpa yantapay. por favor / coge el hacha y corta leña.
3731,tumpana,  celos / celar. warmita / karita tunpana mana allichu / yankamanta ñaharina tukun. no es bueno que el hombre o la mujer tengan celos / en vano sufrirán.
3732,tunchi,  ave / espíritu. pishku tunchita sachapi rikushkanimi / ñalla urpi shina rikurik kan. si he visto en la selva a esa ave / tiene el parecido a una paloma.
3733,tupana,  encontrar / hallar / aparecer. sachapi chinkarishka wawata tuparkanimi. yo encontré al niño que se perdió en la selva.
3734,tuparina,  encontrarse. chawpi yakupi ñukapa mamawan tuparirkani. en mitad del río me encontré con mi madre. chinkarishka kullkita tuparkankichu. mana tuparinchu. ¿encontraste el dinero perdido? ¡no se encuentro todavía!.
3735,tupulli,  aguja. kanpak kushma llikirishkata pushkawan japichi. tupullita mana charinichu. tu camisa rota zúrcela con hilo. no tengo aguja.
3736,turuyana,  hacerse de lodo / embarrarse. ñan turulla kakpi / churana turuyawarka. porque el camino está de lodo / se me enlodó la ropa.
3737,tutanaya,  crepúsculo / entre oscuro y claro. tutanayami chayra mana allita pakarinchu. está algo oscuro / todavía no amanece bien.tutanayami / shinapash chayra rikurinmi. está un poco oscuro / pero aún se ve.
3738,tuyaka,  entrante de agua / remansos. chimpa tuyakapi tawka challwa kushpakurka. en el remanso de la entrante de enfrente hay mucho bocachico chapaleando.
3739,tsaja,  ralo / separado. pankata yapa tsajata watuhunki / tamyakpi shutankami. está amarrado muy separada la hoja / cuando llueva habrá goteras.
3740,tsajayana,  hacerse ralo / volverse ralo. llullu panka kashpami wasi panka tsajayashka. la hoja del techo se ha vuelto rala / es muy tierna.
3741,tsaka,  áspero / tosco / escabroso. kay patakuka mana alli llampu kan / yapa tsakami. esta mesa no está bien pulida / está áspera.
3742,tsakayana,  hacerse áspero / estar escabroso. takshakpi ñuka waru tsakayashpa / karata nanachiwan. al lavar mi pantalón se ha hecho áspero y me raspa la piel.
3743,tsakmana,  (sakmana) / golpear / apuñetear. pay yapa killachiwakpi / tsakmarkani. por molestarme demasiado / le di puñete.
3744,tsala,  pálido / mestizo. kanka unkushpachu tsala kawsanki. ¿estás pálido por la enfermedad? tsalakunami allpata kichunarayku / ñukanchik llaktaman paktarka. para quitarnos la tierra llegaron muchos mestizos a nuestro territorio.
3745,tsalakulun,  variedad de lagartija. tsalakulun intipi kunushpa sirin. la lagartija se está calentando al sol.
3746,tsalayana,  palidecer. kay runaka machashpa tsalayanmari. este señor cuando se embriaga palidece. unkushpa pakarishpami / tsalayashka kan. se le ve pálido porque estuvo enfermo en la noche.
3747,tsan,  vertical / pendiente. urkumanta uraykushkapi / yapa tsan waykukuna tiyarka. en la loma había muchas pendientes.
3748,tsarkina,  cecinar / secar carne. sachawakra aychata tsarkishpa illakta kusanki. luego de cecinar / asarás toda la carne de danta.
3749,tsas,  de golpe / rápido / enseguida / al momento / menos pensado / de pronto / sorpresivamente / súbitamente. minkashkata tsaslla rurarka. lo que se le encargó hizo al momento.
3750,tsatsa,  arena gruesa. minkaman kayashkakunaka tsatsatami ashtarka. los invitados al trabajo comunal acarrearon arena gruesa para construcción.
3751,tsawata,  tortuga de tierra. wasipi tsawata wawata wiwakpi / mana unaychu wiñan. la cría de la tortuga de tierra domesticada / no demora en crecer.
3752,tsikta,  arbusto / sirve para curar a los perros. ñukapa allkuka tsiktashka washa / tiwtiwkmi tukupashka. mi perro luego de curarle con la corteza del arbusto / se ha hecho bueno para la cacería.
3753,tsimpiyu,  planta medicinal. tsimpiyu pankata sikishpa / paypak yakuta inta pakupi tallichikpi / mana unaychu alliyan. frotando el sumo de las hojas de esta planta en la parte afectada / la inflamación sana de inmediato.
3754,tsini (chini),  ortiga. tsinita apamuychik / kay llankaysiki wawata tsinisha. traigan ortiga / le voy a castigar a este niño travieso.
3755,tsinina,  ortigar. kushpaysiki wawa kakpimi paypak mama tsinirka. su madre le ortigó por saltarín.
3756,tsintsu (tsinzu),  raquítico. tsintsu wiñak wawakunaka / rukuyashpa imaka / mana unaychu wañunun. los niños raquíticos / si llegan a la madu-
3757,tsintsuyana,  volverse raquítico. sara pishiyakpi chuchikuna tsintsuyan. por la escasez de maíz / los pollos se vuelven raquíticos.
3758,tsukni,  legaña. pinkaypak tsukni ñawi purikunki. es vergonzoso que estés legañoso / aséate.
3759,tsuntsu,  andrajoso / pobre. usado. tsuntsu / kullki illak runami kani. soy una persona que no tiene nada y sin dinero. wawapak tsuntsu pititak apamuy.trae el pañal usado del bebé.
3760,tsuntsuyana,  empobrecer. wawkikuna / unkuymantami kayshina tsuntsuyani / yanapawaychik. ¡hermanos / por la enfermedad persistente he quedado pobre / ayúdenme!
3761,tsutsukina,  estrujar / apuñar / atar. kan tsutsukikushkata kachari. suelta lo que estás estrujando. shikra shimita tsutsuki / shiwa muyu ama tallirichun. ata el borde del bolso / para que no se rieguen los frutos de palmera.
3762,uchuchina,  poner ají (en los ojos / boca) / castigar. imaraykuta wakanki. yayami uchuchiwarka.¿por qué lloras? mi papá me puso ají!
3763,uchupa,  ceniza / gris. uchupatak tantachipay / wanutami ruranata munani. recoge la ceniza / quiero utilizarla de abono. uchupa kushmata allita takshapanki / yapa ashnakmi. lavarás bien la camisa gris / está muy sucia.
3764,uchutikan,  ser mítico. uchutikan takashkata uyay / tayia punchapimi kaspi ankupi payka takan. oye de lluvia suele ocurrir en las aletas de árbol.
3765,ujuna,  toser. chimpak unkuypi japitukushpami / ujushpa kawsan. por la enfermedad se pasa tosiendo.
3766,ukllachina,  abarcar / empollar. kunan punchami atallpata ukllachirkani. este día hice abarcar a la gallina.
3767,ukllarina,  abrazar. shinka wawkita ukllarishshpa pushay. llévatelo abrazando a tu hermano está ebrio.
3768,ukupi,  dentro de... debajo de... shimi ukupi jampita charikun. el medicamento lo tiene dentro de la boca. pata ukupi puñuhun. está durmiendo debajo del piso.
3769,ukuta,  por dentro de... / hondo / profundo. waorani wañunamanta / yaku ukuta waytashpa kishpishka. nadando por debajo del agua / escapó de que le maten. ukuta allashpa kaspikunata shayachinki. pararás los palos cavando profundo.
3770,ukuti,  ano. wawami ismalla ukutiyuk kan. el niño está sucio en el ano.
3771,ukuy,  hormiga rastrera (comestible). ukuyta kanchashpa mikukpika / mishkimi. la hormiga rastrera si se le fríe es sabrosa.
3772,ullawanka,  gallinazo / cuervo. ismukunata pichak kashpapash. limpia la podredumbre.
3773,umana,  engañar / mentir. mashimi kani rimak mishu / alli shimikunata rimashpami umawarka. el mestizo que decía ser amigo / me dijo palabras bonitas y me engañó.
3774,umayuk,  inteligente / juicioso. maykan wiwakunaka umayuk shina / maytapash purishka washa / pay kawsanamallatak tikran. algunos animales como que tuviesen inteligencia / regresan a su habitáculo luego de mucho anda. umayuk runami kan / pay rurashka pakta. el hombre juicioso / lo que hace es cabal.
3775,umiryana,  humedecerse por sereno. payllami saraka umiryan. el maíz por sí solo se humedece.
3776,unancha,  símbolo. ñukanchikpak unanchaka sumakmi. nuestro símbolo es hermoso.
3777,unanik,  luego. pay rishkamanta unanik / ñukanchipash rishun. luego de que se vaya él / nosotros también nos iremos.
3778,unay,  hace mucho / hace tiempo. unay ñukapa llaktaman mana tikrani. hace mucho que no vuelvo a mi tierra.
3779,unayana,  demorarse / tardarse. tantarinapi yapalla unayarkanchik. nos demoramos demasiado en la reunión.
3780,unaylla,  después de un momento. ñuka wasimanta unaylla rikushkapi / sinchi uma nanay japiwarka. luego de caminar un momento / me dio un fuerte dolor de cabeza.
3781,unayta,  bastante tiempo / mucho rato. unkuymanta alliyashpa / unaytami kawsarka. después de curar su enfermedad / vivió bastante tiempo.
3782,unkuchina,  fiebre / tener calentura. chishakta yakupi waytashkami unkuchiwan. por nadar todo el día / me dio calentura.
3783,unkuna,  enfermarse / fiebre / menstruar. mamami unkun. está enferma la mamá.
3784,unkurawa,  variedad de palmera. unkurawa muyuntin kunan pachapi katun. en este tiempo hasta los frutos de esa palmera se venden.
3785,unkuruna,  enfermizo / enfermo. unkurunatami pushamunchik. le hemos traído al enfermizo.
3786,unkushka,  enfermo. unkushkata jampita upiachirkanchik. le dimos el medicamento al enfermo.
3787,unkuy,  enfermedad. ñukapa allkuta unkuymi japishpa wañuchirka. a mi perro le dio la enfermedad y lo mató.
3788,upalla,  silencio / silencioso. upalla purinki. anda en silencio. upalla rimarishun. hablemos calladamente.
3789,upallana,  callarse. tantarishkapi rimashkata uyankapak upallayanami kanchik. para poder escuchar en las reuniones hay que callarse.
3790,upayana,  hacerse el tonto / embobarse / apocarse / amortiguarse. achka runa ukupi upayashpa / rimanata mana usharka. dentro de mucha gente se apocó y no pudo hablar. chishakta tiyakpimi chakikuna upayawashka. por permanecer todo el día sentado / se me han amortiguado los pies.
3791,uputinti,  alacrán. uputinti tuksishkawan pakarikta wakashpa pakarini / chayrallapash nanawanmi. he llorado toda la noche por la picadura de alacrán que aún me duele.
3792,upyachina,  dar de beber / hacer tomar. wakrakunata yakuta upyachinami kanchik. tenemos que dar de tomar agua al ganado.
3793,upyana,  tomar / beber. mishki yakuta upyana munani. quiero tomar agua dulce.
3794,upyanayana,  tener sed / tener antojo. upyanayawan. tengo sed. timpuk aswata upyanayawan.tengo
3795,ura,  menos / poco / más pequeño. imapakmi yapalla yakuta juntachinki / ura yakuta churay. por qué llenas de tanta agua / pon menos. kay churika rukumanta urami. este hijo es más pequeño que el mayor.
3796,uraman,  abajo / de abajo / hacia abajo. uraman rirka. fue hacia abajo. uramanta shamurka. vino de abajo. urapi tiyan. vive abajo. uranipi warkuran. está colgado abajito.
3797,uranaya,  un poco menos / más bajo / algo menos. uranayapi kuway / yapalla mañanki. dame algo menos / me pides demasiado. kipamanta uranayami. es algo más bajo que el menor.
3798,urayachina,  bajar / rebajar. imaraykuta sarata yapalla rantichinata urayachinkichik. ¿por qué rebajan tanto el precio el maíz? yapa sinchita rihunchik / urayachik. estamos yendo muy rápido / rebaja la velocidad.
3799,urayana,  rebajar / bajar / faltar. yaku urayashkami. el río está rebajado.
3800,uraykuna,  bajar / descender / apearse. allpaman uraykushpa pukllaychik. vayan a jugar abajo. apyumanta uraykushpa / pata jawaman shamuy. bajando del caballo / ven para acá.
3801,uriti,  lora. achka uritu ukupi illapakpi / shuklla urmarka. disparando al grupo de loras / cayó una sola.
3802,urku,  cerro / monte / montaña / volcán / colina / loma. urkumanta uchupa tallirishpa / chakrakunata wakllichirka. cuando cayó ceniza del volcán / destrozó las sementeras.
3803,urmachina,  derribar / hacer caer. wasi manñapi shayak yurata / wayra urmachirka. al árbol que estaba junto a la casa lo derribó el viento.
3804,urmarina,  decaer / marchitarse / avergonzarse. tukuy runami rukuyashpaka urmarishka tukunchik. toda persona al envejecer queda como marchito. juchallishkamanta piñay tukushpapash / urmarishkami tukunchik. al cometer un error y ser juzgados / quedamos avergonzados.
3805,usana,  despiojar / espulgar (la cabeza). ushushitami usana munani. quiero espulgar a mi hija.
3806,usturyu,  gallinazo / de pico rojo. inti puncharayku usturyuka kushiyashpa / jawata wampurishpa kaparihun. en este espléndido día de sol / el gallinazo remontando el vuelo / chilla.
3807,usuchina,  derrochar / desperdiciar. pinwayu tawka tiyashkapi / mana wakaychishpa yanka usuchirkanchik. cuando hubo chonta en cantidad / lo desperdiciamos sin guardar nada.
3808,usuna,  abundar. wiwakushka chakwakuna ñukapa wasipi usunun. los peces del río abundan en mi casa.
3809,usyarina,  escampar / amainar. llaktaman rishun / tamya ña usyarirkami. vamos al pueblo / ya amainó la lluvia.
3810,ushak,  poderoso. payka yapa ushak runami. el es una persona poderosa.
3811,ushana,  poder / ser capaz de... kay killkata rurana ushankichu.ushanimi. ¿puedes redactar este comunicado? ¡sí puedo!
3812,ushanaya,  grandecito. kanpak ushushi ña ushanayak kashka. tu hija ya ha sido grandecita. ushanaya wawakunaka yayata / mamata yanapana kan. los niños grandecitos tienen que ayudar al papá y a la mamá.
3813,usharina,  se ha de poder. tukuy kay aychata mikunkapak usharinkachu. usharinkami. ¿se podrá comer toda esta carne? ¡sí / se podrá!
3814,ushku,  gallinazo. tiyupi chakirishka challwata ushkukuna mikun. los gallinazos se están comiendo los pescados varados en la playa.
3815,ushpitu,  cervatillo / venado pequeño. ushpitu aychaka millaymi / wawa wiwakunataka wañuchinmi. la carne de cervatillo es mala para los niños tiernos.
