id,Kichwa,Espa√±ol,Etiqueta
3566,  gallinazo. siwkakunaka allku waÒuchishka chakaktami mikun. los gallinazos se est·n comiendo la raposa que atrapÛ el perro.,suchu,neutro
3567,  tullido. wawapi alli kakmi / jatun yashkapi suchuyarka. siendo sano de pequeÒo / m·s gradecito quedÛ tullido.,suchuna,positivo
3568,  arrastrarse / estar imposibilitado. suchushpa purishkarayku / llakipak rikurin chay warmi. da pena ver a esa mujer arrastr·ndose.,suchuyana,negativo
3569,  quedarse tullido / paralÌtico. washatullu pakirishpa wiÒay suchuyashka sirirka / kunanka jatarinmi. cuando se fracturÛ la columna estuvo mucho tiempo imposibilitado / ahora camina un poco.,sukta,positivo
3570,  seis. Òa sukta watami Òukanchik jawyakuna mana shamun. ya son seis aÒos de que nuestros consuegros no vienen.,sulayana,negativo
3571,  daÒar. palanta umakunaka sulayashpami Òuka chakrapi wakllin. los pl·tanos de mi sementera se negrean y se pudren.,sullu,negativo
3572,  chicharra / cigarra. intipachapika sullukuna kaparishkami maytapash uyarin. en verano se escucha por doquier el ruido de las cigarras.,sumak,negativo
3573,  bonito / hermoso / lindo / precioso / bello / bueno / agradable / delicioso / excelente. tukuy warmikunami sumak kan. todas las mujeres son bonitas. runa ukupi tiyanmi sumak shimiyuk / tukuykuna llakish-ka. entre los indÌgenas hay quienes tienen excelente palabra y son apreciado por todos.,sumakllarina,positivo
3574,  estar muy bonita. sumakllariwan. lo dice el hombre a la mujer que le ha hechizado su hermosura.,sumakyachina,positivo
3575,  arreglar / componer / adornar / decorar / mejorar. Òuka wasita sumakyachishpa kanman kuyashkanki. te regalarÈ mi casa luego de arreglarla. kankunapa llaktatak sumakyachinkapakmi shamurkani. he venido para mejorar su tierra.,suni,neutro
3576,  largo. suni waskatami rantimuni. comprÈ una piola larga. suni pankata kuway.dame una hoja larga.,suniyana,positivo
3577,  alargarse. wasita suniyachikpimi tukuy runa kaypi paktashun. alargando la casa / entraremos todos.,supay,neutro
3578,  espÌritu o vida invisible ambivalente / bueno o malo. runa yachaypika achla supaymi tiyan. seg˙n el indÌgena existen muchos diablos en la selva.,supi,neutro
3579,  pedo / ventosidad / flatulencia. runa ukupi ama supinkichu / ashnachinkimi. no ser·s flatulento / vas a dar mal olor.,supina,negativo
3580,  ventosidad. kaykan runakunaka supishpa pukllan / chayka manalli yachaychu kan. algunas personas bromean solt·ndose una ventosidad / esa es una mala costumbre.,suri,neutro
3581,  gusano comestible. Òuka apamushka surikunata kawchashpa mikushun. friendo los gusanos de palmera que traje nos comeremos.,surkuna,negativo
3582,  sacar. ishkay lumu ashankata surkunami. hay que sacar dos canastas de yuca.yawatita kincha ukumanta surkuy. saca esa tortuga del corral.,suruna,neutro
3583,  hacerse hernia. kurutakuna surushkatami jampirirkani. me hice curar de la hernia de la ingle.,suruy,positivo
3584,  hernia. llashuk kaspikunata aparishpami / pupupi suruyta charin. por cargar palos pesados / le ha salido una hernia en el ombligo.,susu,negativo
3585,  gorgojo / polilla. llulu killapi kaspita mana pitinachu / susu japinka. en luna nueva no hay que cortar los ·rboles / les coge la polilla a su madera.,susuna,neutro
3586,  apolillarse / agorgojarse.,susurina,positivo
3587,  herirse / franturarse / hacerse alg˙n mal. pay machaysikimanta Òawipi sinchita susurishka. por borracho se ha hecho una herida en el ojo.,suyu,negativo
3588,  variedad de golondrina / regiÛn. suyukuna akcha wampurin. hay muchas golondrinas volando. sumaku suyuta mana riksinichu. no conozco la regiÛn de sumaco.,shakalli,neutro
3589,  variedad de lora. shakallimi sarata tukuchikun. esa lora se est· terminando el maizal.,shalla,negativo
3590,  separado (dedos / dientes). shalla kiru warmimi kashka / kanpa warmi-tukunaka. tu novia tiene los dientes separados. kushilluta jawapi illapashka / shalla makin / japirinalla urmanurka. disparÈ a un mono y cayÛ con los dedos abiertos como si se hubiera querido coger de las ramas.,shallipu,neutro
3591,  variedad de ·rbol. shallipu kara llushtinkapak mashata chishakta yanapakuni. todo el dÌa stuve ayudando al cuÒado a pelar la corteza del ·rbol para amarrar.,shamuchina,positivo
3592,  citar / invitar. kanchu kayawarkanki.ari / Òukami aswata upyachinkapak shamuchirkani. øt˙ me hiciste venir? °sÌ / yo te hice venir para tomar chicha!,shamun,positivo
3593,  futuro. shamun watapi kay llaktamanta anchurisha yuyakuni. el aÒo que viene estoy pensando retirarme de esta tierra.,shamuna,neutro
3594,  venir. chaska puncha,shapaka,positivo
3595,  variedad de palmera. yayaka shapaka panka ashtanatami yanapa.a mi pap· le est·n ayudando en la sacada de la hoja de palmera.,shayachina,positivo
3596,  levantar / alzar / parar. kaspita shayachirkani. parÈ el palo. ruku mama shayarinata mana ushakpi / rikramanta japishpa shayachirkani. como la anciana no podÌa pararse la tomÈ de los brazos y le parÈ.,shayana,negativo
3597,  parado / de pie / est·tico. chawpi Òanpi mana riksishka runa shayakurka. un desconocido estaba parado en mitad del camino. llaktapi shuk warmi. waka shina mana kuyurik shayarka. en la ciudad una mujer se quedÛ est·tica como una estatua.,shayarina,negativo
3598,  detenerse / pararse. rikushkapi kayakpi / rikunkapak shayarirkanchik. cuando nos Ìbamos nos llamaron y tuvimos que pararnos para ver quien era.,shaykuna,neutro
3599,  cansarse / fatigarse / agotarse. tukuy puncha shinchita llanakashpami shaykushka kani. por el trabajo de todos los dÌas muy fuerte / estoy agotado.,shayri,positivo
3600,  tabaco / cigarro / cigarrillo. shayri tsunkanata unaymi sakirkani. hace mucho que dejÈ el cigarrillo.,shi,negativo
3601,  duda / incertidumbre. kayashi chishakta tamyanka. maÒana dicen que va a llover todo el dÌa.,shikina,positivo
3602,  limpiar / rallar. jantya karatami shikikuni. estoy limpiando el s·balo para comer. palantatak shikinkapak yanapaway. ay˙dame a rallar el pl·tano.,shikra,positivo
3603,  bolso hecho de fibra de palmera. shikrata watankapak champirata apamushpa kuway. trÈme la hoja de palmera para tejer un bolso.,shikshi,negativo
3604,  comezÛn. chaki shikshi japiwashka. tengo comezÛn en los pies.,shikshichina,negativo
3605,  comezÛn / ardor. siki karapi mana ushaypak shikshichiwan. siento un ardor terrible en la nalga.,shikshina,negativo
3606,  dar comezÛn. tukuy aychami shikshiwan. me da comezÛn en todo el cuerpo.,shilli,positivo
3607,  variedad de palmera. kunan uku / sachapika shilli pukunmari. esta temporada el fruto de la palmera est· madurando.,shimi,neutro
3608,  idioma / lengua / palabra / mandato / boca. kan rimashka shimi alli kan / paktachishunmi. tu palabra es buena / la cumpliremos. shimita pukawan jawirishka / mana alli rikurin. la boca pintada de rojo / se ve,shiminchina,positivo
3609,  borde. allpa mankatami shiminchikun. est· haciendo el borde a la olla de barro.,shina,positivo
3610,  igual / parecido a / por ejemplo. pay shina warmita charina munani. quiero una mujer semejantea ella. Òuka shina rikurik churitami charini. tengo un hijo igual a mÌ.,shinallatak,neutro
3611,  de la misma manera / igualmente / asÌ mismo / pero. payka chiknishka / Òukapash shinallatak kutichishami. Èl me pega por odio / yo le devolverÈ igual. kutichishami rimawarka / shinallatak kunankaman mana kuwan. dijo que me devolverÌa pero hasta ahora no me entrega.,shinami,neutro
3612,  por supuesto / asÌ es. kanpak warmiwanchu puÒurkanki / shinami. ødormiste con tu mujer? °por supuesto que sÌ! (°asÌ es!).,shinapash,positivo
3613,  pero. kan munashpaka Òukawan rinki / shinapash yayakunaka piÒarinkami. si t˙ quieres puedes venir conmigo pero tus pap·s se enojar·n.,shinapi,positivo
3614,  entonces. kayka mana alli rurashkachu. shinapika imashnata rurasha. esto no est· bien echo. entonces /øcÛmo hay que hacer?,shinapika,negativo
3615,  por consiguiente / en consecuencia / luego... mikuna rantinkapak kullkimi illan. shinapika mikuna illakchu kawsanka kankichik. no hay dinero para comprar vÌveres øluego / piensan vivir sin comida?,shinaykuti,negativo
3616,  por supuesto que sÌ. mi. por supuesto que he dormido esta noche.,shinka,negativo
3617,  chumado / embriagado / borracho. shinka runaruku Òukanchik wasita kaparishpa rirka. un borracho pasÛ gritando por nuestra casa.,shinkayana,negativo
3618,  estar borracho / ebrio / chumado. shinkayashkami. est· chumado.,shinki,negativo
3619,  negro / carbÛn / hollÌn. shinki runakuna achkami. cocallaktapi juntan.en coca hay mucho negro.manka shinkita aspishpa llushpichinki. el hollÌn de la olla lo sacar·s raspando.,shipati,neutro
3620,  variedad de palmera parecida al coco (shilli).,shira,positivo
3621,  variedad de gavil·n. shira pishku wawata mikun. el gavil·n se est· comiendo los polluelos de las aves.,shirinka,negativo
3622,  caucho. shirinka pachapika / sachamanta runa achkami waÒushka. en la Època del caucho mucha gente viviÛ en la selva.,shishin (shishi),negativo
3623,  culebra venenosa. shishin kanishkamanta unayllapi / aychamanta yawar tallirinkapak kallarin. despuÈs de haberle mordido esa serpiente / le empezÛ salir sangre de algunas partes del cuerpo.,shitana,negativo
3624,  botar / lanzar / arrojar / tirar / disparar / flechar / brujear. tuksinata shitashpa kamashun. probemos arrojando la lanza. kay llaktapika uchilla wawakunapash illapawan shitanmi. en este lugar hasta los niÒos pequeÒos saben disparar con escopeta. malta runa Òukanchik ayllupak shutita rimashpa paypak pirutita shitakukta rikurkani.vi al brujo que pronunciando el nombre de un familiar nuestro / hacia adem·n de tirar sus dardos.,shitarakuy,neutro
3625,  hormiga brava (tamya aÒanku). yuyankichik / shitarakuymi wasipi juntarishka. °cuidense que la hormiga brava ha invadido la casa!,shitarina,neutro
3626,  abalanzarse. machakuy jawamanta shitarimushpa / Òalla kaniwan. abalanz·ndome desde arriba / casi me muerde la culebra.,shiwtachina,negativo
3627,  rebozar / desbordar. mikuna mankata shiwtachina mana allichu / mitayuk runami awasyanka. no es bueno dejar rebosar la comida en la olla / te vuelves inepto el cazador.,shiwtana,negativo
3628,  rebosar al hervir el agua / desbordar. mikuna mankami shiwtakun. est· hirviendo la comida en la olla.,shuk,positivo
3629,  uno / una. shuk runa shamurka. vino un hombre.,shukarina (chukallina),positivo
3630,  atorarse / atrancarse / atragantarse. Òukapa mama aychata utkalla mikukushpami shukarirka. mi mam· se atragantÛ cuando comÌa la carne al apuro.,shuklla,positivo
3631,  ˙nico / uno solo. kayashkakunamanta shuklla paktamushka. de los invitados ha llegado uno solo.,shulla,neutro
3632,  rocÌo / sereno. kunan tuta achka shulla tallirishka. en esta noche ha caÌdo mucho rocÌo.,shullana,neutro
3633,  rociar / caer el sereno. shullashka kiwata mikushpa kunu waÒunmi. comiendo hierba rociada / el conejo mueriÛ.,shulluchina,positivo
3634,  abortar / provocar el aborto. ushushi wiksayuk kakta / yayami shulluchishka. la hija ha abortar.,shulluna,negativo
3635,  abortar. mushuk wiksayashka / ansa mancharishkalla / shullushka. como tenÌa poco tiempo de embarazo / apenas con un susto abortÛ.,shulluy,negativo
3636,  aborto. shulluyka mana allichu / maykanpi warmikunaka waÒunmi. el aborto no es bueno / a veces / por abortar / mueren las mujeres.,shunku,negativo
3637,  corazÛn / pulmÛn / hÌgado / mÈdula de los ·rboles. imachari tukunka kani shunkumi manchariwan. no sÈ lo que me ir· a pasar / me late el corazÛn. mana ismuk yurakunallami / mana ismuk shunkuyuk kan. estos ·rboles no se pudren / tienen el corazÛn incorruptible.,shunkuyuk,negativo
3638,  con uso de razÛn / pensante. imata wasi wasi killachishpa purinki / Òa shunkuyukmi kanki, wasipi yayata / mamata yanapay. no estÈs molestando de casa en casa / ya eres pensante / ayuda en la casa a tu pap· y a tu la mam·.,negativo
3639,shuntu,  escarabajo / moscardÛn de gusanos comestibles. tawka shuntumi muritipi wachakun. muchos moscardones de gusano est·n poniendo huevos en la palmera.,neutro
3640,shutana,  gotear / filtrar / chorrear. wasi shutunmari. hay goteras en la casa. kay rumi pirkapipash yakuka shutunmi. por esta pared de piedra / tambiÈn se filtra el agua.,positivo
3641,shuti,  nombre / verdadero. ima shutimi kanki. anselmo shutiyukmi. øcÛmo te llamas? °mi nombre es anselmo! shutitachu rimanki. ødices tu verdadero nombre?,positivo
3642,shutichina,  bautizar / poner apodo. paypak shutika. agustÌn yuyarirkanchik. øy el nombre de Èl? hemos pensado que se llame agustÌn.,positivo
3643,shutu (shutuy),  shutukunata yupashpami jampitaka upyachina kan. contando las gotas se le debe dar el medicamento.,neutro
3644,shutuchina,  gotear. Òawi nanay kampita allimanta shutuchiway. el colirio me pongo gota a gota.,positivo
3645,shuturina,  mojarse / chorrearle. tamya uku purishpami shuturishka paktamun. caminando en la lluvia / llegÛ mojado.,neutro
3646,shuwak,  ladrÛn / ratero. yuyankichik / shuwak runa kayta purikunllami. tengan cuidado / que el ratero merodea por aquÌ.,negativo
3647,shuyana,  esperar / aguardar. Òuka awla paktamunatami shuyakuni. estoy esperando la llegada de mi abuela.,positivo
3648,shuyuna,  dibujar / manchar. kuychita shuyushka washami / rikukuni. estoy observando mi cuadro luego de dibujar el arco iris.,neutro
3649,takana,  machacar / golpear. malta yachay / kan lumuta takay / utkalla aswashun. t˙ / como joven / machaca la yuca para hacer pronto la chicha.,negativo
3650,takarina,  tropezar / golpearse / rozarse. unay mana rikunakushka aylluwan takarikushpapash / payta mana riksirkani. a pesar de rozarnos con un familiar desde mucho / no le he visto.,positivo
3651,takla,  flojo / desajustado. takla waruta rantishkani. he comprado un pantalÛn flojo. tumi kaspi takla kashpa chukrinallami. cuando est· flojo el mango del hacha / es f·cil cortarse.,negativo
3652,taklayana,  aflojarse. amu irkiyakpi churanapash taklayashka. al adelgazarse tambiÈn se ha aflojado la ropa.tumi kaspipash takaymantami taklayashka. el mango del hacha se ha aflojado de tanto trabajar.,positivo
3653,takshana,  lavar. Òuka tsuntsu warata taksharkankichu. ølavaste mi pantalÛn viejo? kay llachapakunata takshankapak yakuman rikuni. estoy yendo a lavar estos trapos en el rÌo.,negativo
3654,takti (tatki),  paso / metro. uchilla taktiwan purinki. camina con paso corto.,negativo
3655,tallina,  regar / esparcir / derramar. sisakunapi ansalla yakuta tallinki. regar·s un poco de agua en las flores.,negativo
3656,tallirina,  regarse / derramarse / ir en aglomeraciÛn. jawamanta tallishka shina tukuy puncha tamyan. como si regaran de encima llueve todos los dÌas. tawka runami llaktaman tallirimun. mucha gente viene en aglomeraciÛn al pueblo.,neutro
3657,tampuna,  construir una choza. kay tamputa tukuchispami / alli wasita shayachisha. terminando esta choza / construirÈ una verdadera casa.,positivo
3658,tamshi,  bejuco / mimbre. Òukanchik rukukunaka tamshillawanmi wasita watakkuna karka. nuestros abuelos amarraban la casa solo con el bejuco.,positivo
3659,tamya,  lluvia / aguacero. llullu killapi tamya yapa killachin.cuando llueve luna nueva molesta demasiado.,neutro
3660,tamyana,  llover. tamyakaran. est· lloviendo.,positivo
3661,tamyapacha,  invierno. tamyapachapi mana sinchita tamyashpapash / chishakta chishaktami tayian. aunque en invierno no llueve torrencialmente / a veces / lo hace dÌas enteros.,neutro
3662,tanampu,  barbasco de hoja. tananpuwanka nuspa tukushpami challwakachaka waÒun. con el barbasco de hoja / los peces se mueren aloc·ndose.,positivo
3663,tani,  agrio / amargo. variedad de arbusto. kay punkara-muyu yuraka sacha ukupi shayashpami tani muyuta pukuchin. este arbusto de brea produce frutos agrios.,positivo
3664,tankana,  empujar / palanca. tankanata pitisha / kaypimi kuska pintukuna shayan. aquÌ hay caÒa brava recta / cortarÈ para hacer una palanca. kanpak allkuta chawpi yakuman tankay. empuja a tu perro al medio del rÌo.,neutro
